Date/Time,BATIMENT0000000240879467_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 08/02  19:00:00,0.0,0.0,0.0,0.0 
 08/02  20:00:00,0.0,0.0,0.0,0.0 
 08/02  21:00:00,0.0,0.0,0.0,0.0 
 08/02  22:00:00,0.0,0.0,0.0,0.0 
 08/02  23:00:00,0.0,0.0,0.0,0.0 
 08/02  24:00:00,0.0,0.0,0.0,0.0 
 08/03  01:00:00,0.0,0.0,0.0,0.0 
 08/03  02:00:00,0.0,0.0,0.0,0.0 
 08/03  03:00:00,0.0,0.0,0.0,0.0 
 08/03  04:00:00,41439.15451359571,278451.81863027025,101893.26523097625,0.0 
 08/03  05:00:00,785323.4257714151,993485.7152529364,904763.2285061773,510649.05639596377 
 08/03  06:00:00,1461047.365650536,1505992.8036425284,1559273.9650619286,1355417.8249050393 
 08/03  07:00:00,1687030.2665838017,1736182.8611873034,1715484.012709986,1620854.4647949236 
 08/03  08:00:00,1111341.253055709,1401540.477045274,699580.3969778562,564464.2447817373 
 08/03  09:00:00,222927.22943397862,620418.9896490759,0.0,0.0 
 08/03  10:00:00,0.0,39274.51824367199,0.0,0.0 
 08/03  11:00:00,0.0,0.0,0.0,0.0 
 08/03  12:00:00,0.0,0.0,0.0,0.0 
 08/03  13:00:00,0.0,0.0,0.0,0.0 
 08/03  14:00:00,0.0,0.0,0.0,0.0 
 08/03  15:00:00,0.0,0.0,0.0,0.0 
 08/03  16:00:00,0.0,0.0,0.0,0.0 
 08/03  17:00:00,0.0,0.0,0.0,0.0 
 08/03  18:00:00,0.0,0.0,0.0,0.0 
 08/03  19:00:00,0.0,0.0,0.0,0.0 
 08/03  20:00:00,0.0,0.0,0.0,0.0 
 08/03  21:00:00,0.0,0.0,0.0,0.0 
 08/03  22:00:00,0.0,0.0,0.0,0.0 
 08/03  23:00:00,0.0,2809.110746668739,0.0,0.0 
 08/03  24:00:00,0.0,202387.28094786638,16955.93403641724,0.0 
 08/04  01:00:00,17684.166249168993,587758.1229204112,448057.5435769225,0.0 
 08/04  02:00:00,424251.51683388,970964.9208861266,937272.7164676094,299500.36040239286 
 08/04  03:00:00,974943.3700041071,1361620.6194285466,1368129.0518244496,948752.7941584492 
 08/04  04:00:00,1070165.8023425634,1373387.9207038202,1412091.236107119,1112496.7187622464 
 08/04  05:00:00,1316891.348307036,1552288.3588755582,1641864.18577977,1407708.689692807 
 08/04  06:00:00,1670753.7974706888,1824767.9177883724,1966553.2350894911,1801155.1158046545 
 08/04  07:00:00,1464515.4608739617,1583028.3126103065,1718027.8745133781,1595937.3265806537 
 08/04  08:00:00,1375300.3721583164,1505279.3771482205,1596729.7926897616,1476766.2060598966 
 08/04  09:00:00,1223161.7005352345,1370326.8219394386,1412301.9247496,1287389.3566844375 
 08/04  10:00:00,1019658.5844362064,1224075.1867294142,1176717.5749642255,1020617.9030926148 
 08/04  11:00:00,2114254.1428028173,1887974.3750176036,2257943.7283528517,2526131.9677168843 
 08/04  12:00:00,1729048.0293238761,1674475.4684068705,1847122.726848009,1956008.8887766 
 08/04  13:00:00,489056.82659634494,915419.7549112745,591440.4102400667,318594.76846478647 
 08/04  14:00:00,0.0,159128.42941073288,0.0,0.0 
 08/04  15:00:00,0.0,0.0,0.0,0.0 
 08/04  16:00:00,0.0,0.0,0.0,0.0 
 08/04  17:00:00,0.0,0.0,0.0,0.0 
 08/04  18:00:00,0.0,43276.76936658354,0.0,0.0 
 08/04  19:00:00,0.0,347837.13591563614,95357.14678471614,0.0 
 08/04  20:00:00,17643.329788560735,729667.032284026,595516.3511815483,24457.962464281813 
 08/04  21:00:00,621312.2254168742,1200559.5907525993,1156119.366200255,633563.0431945348 
 08/04  22:00:00,957193.907576027,1422208.5865331423,1450832.9250672124,1030562.3861738201 
 08/04  23:00:00,1378346.8736259178,1714987.443486738,1825594.8933439795,1520137.1255243192 
 08/04  24:00:00,1665967.0142584401,1888958.8862985643,2058691.8364309876,1860457.0111087628 
 08/05  01:00:00,1716195.1862850145,1839570.1836352756,2052565.4171376117,1955872.4074643995 
 08/05  02:00:00,2022135.8570858524,2027988.9336310637,2312732.37873061,2336182.117149112 
 08/05  03:00:00,2662106.6789852846,2551497.880208196,2920083.6835932764,3054247.8113923846 
 08/05  04:00:00,3026036.3907616446,2831470.7463059877,3252350.492337223,3468184.3504790235 
 08/05  05:00:00,3024306.6726003033,2779396.5028026253,3217959.9559869664,3488093.1435785242 
 08/05  06:00:00,3055792.4681955315,2752200.976609423,3223204.1385683585,3559331.344879764 
 08/05  07:00:00,2971022.996805382,2649978.0802263226,3117103.444615249,3482956.879628831 
 08/05  08:00:00,2515438.983460299,2349908.5189115377,2622392.0432009986,2851175.032008272 
 08/05  09:00:00,1962210.3910501676,2041579.4947552183,1847427.4555481956,1841474.819687064 
 08/05  10:00:00,1231131.9177494277,1531248.0842491938,788227.6355918122,592776.7204333061 
 08/05  11:00:00,405319.039866099,867298.830034188,16030.051868613009,0.0 
 08/05  12:00:00,0.0,327697.88411107694,0.0,0.0 
 08/05  13:00:00,0.0,180252.4800420928,0.0,0.0 
 08/05  14:00:00,0.0,170772.65730535585,0.0,0.0 
 08/05  15:00:00,0.0,0.0,0.0,0.0 
 08/05  16:00:00,0.0,0.0,0.0,0.0 
 08/05  17:00:00,0.0,0.0,0.0,0.0 
 08/05  18:00:00,0.0,0.0,0.0,0.0 
 08/05  19:00:00,0.0,0.0,0.0,0.0 
 08/05  20:00:00,0.0,0.0,0.0,0.0 
 08/05  21:00:00,0.0,88175.02374454816,0.0,0.0 
 08/05  22:00:00,249987.1691656372,687015.1233735785,419578.2663871629,47078.429688965116 
 08/05  23:00:00,1000884.6871957205,1332067.1682593762,1163213.4405388795,766567.5616281511 
 08/05  24:00:00,1200817.2578033993,1443796.4501669924,1363928.0292448758,1094310.922695706 
 08/06  01:00:00,1645195.865517306,1792031.7893223008,1798364.8892573263,1599585.884592219 
 08/06  02:00:00,2192682.0619569654,2248265.619231065,2335543.717942354,2217451.336195789 
 08/06  03:00:00,2144211.9316096706,2149237.1121663097,2268098.131824192,2206910.6052749073 
 08/06  04:00:00,2064026.375260721,2029086.7469250578,2171357.4462743145,2158089.2767502195 
 08/06  05:00:00,2181521.1759798764,2095851.7254964153,2276880.743681433,2321118.64719176 
 08/06  06:00:00,2303756.345642084,2166548.969170384,2389477.3652843954,2493864.1307379007 
 08/06  07:00:00,2453657.5736944373,2277662.0827079844,2533302.5556642935,2689126.452664655 
 08/06  08:00:00,2364548.8355081608,2267087.087903698,2441934.346386298,2543732.312209416 
 08/06  09:00:00,1952339.3343894873,2022228.559338437,1977279.2042883337,1942736.5188982594 
 08/06  10:00:00,1537941.8723290933,1743354.2505765012,1496259.5499600542,1347024.4238115384 
 08/06  11:00:00,1053949.124288143,1344192.7661125034,1018048.7802054578,802309.8400108659 
 08/06  12:00:00,454394.55905171856,900913.1459143013,321222.5393233817,48410.63105286412 
 08/06  13:00:00,107645.63726355556,614359.1421125984,90414.275714201,0.0 
 08/06  14:00:00,0.0,217595.25129352114,0.0,0.0 
 08/06  15:00:00,0.0,9779.65821786347,0.0,0.0 
 08/06  16:00:00,0.0,0.0,0.0,0.0 
 08/06  17:00:00,0.0,112915.7948927281,0.0,0.0 
 08/06  18:00:00,0.0,252778.61202038947,0.0,0.0 
 08/06  19:00:00,0.0,246006.42753430328,15897.271888584328,0.0 
 08/06  20:00:00,10871.426180014623,559281.4793512407,454827.31906522496,19098.12275259319 
 08/06  21:00:00,738372.8016487319,1391941.0622883192,1352970.101734691,807186.9401780732 
 08/06  22:00:00,1530154.0333424981,2037075.0283832012,2129550.063662324,1707382.2293876659 
 08/06  23:00:00,2281183.8043182516,2608050.2629298186,2838381.7784918365,2586239.521052983 
 08/06  24:00:00,2674123.8594072964,2827030.1406628755,3156985.6561383605,3076015.6692968924 
 08/07  01:00:00,3217347.2291524755,3200475.6809102623,3630976.9599267575,3715423.534264564 
 08/07  02:00:00,3809908.67061794,3646833.312303313,4181349.2085004095,4406900.95000048 
 08/07  03:00:00,4298327.431644678,4002170.750628912,4617220.699648189,4973583.271181924 
 08/07  04:00:00,4889584.740246996,4457962.19482618,5170067.549814867,5658466.520533097 
 08/07  05:00:00,5134106.126621085,4623861.708099427,5380313.137404698,5945384.66365542 
 08/07  06:00:00,5170340.133056023,4621405.655626163,5384287.040057941,5985180.089484475 
 08/07  07:00:00,5292023.764892854,4736891.695823004,5482113.239673099,6098122.925667742 
 08/07  08:00:00,4322789.690864925,4076770.0238088565,4324816.2651961325,4686358.742092921 
 08/07  09:00:00,2892917.6520724935,2985337.873360211,2200175.073959085,2209033.475159575 
 08/07  10:00:00,1786123.9702849644,2091181.363534193,341583.1926159289,215034.99923476047 
 08/07  11:00:00,947055.2113278536,1432930.615769009,2405.2162691146805,0.0 
 08/07  12:00:00,227003.345120791,883648.9994809276,0.0,0.0 
 08/07  13:00:00,0.0,462528.9245518645,0.0,0.0 
 08/07  14:00:00,0.0,219113.83891115768,0.0,0.0 
 08/07  15:00:00,0.0,5121.2053643525005,0.0,0.0 
 08/07  16:00:00,0.0,0.0,0.0,0.0 
 08/07  17:00:00,0.0,0.0,0.0,0.0 
 08/07  18:00:00,0.0,0.0,0.0,0.0 
 08/07  19:00:00,0.0,0.0,0.0,0.0 
 08/07  20:00:00,0.0,0.0,0.0,0.0 
 08/07  21:00:00,0.0,226632.04938499222,123641.05863899805,0.0 
 08/07  22:00:00,0.0,828737.3784520605,776060.747076459,5342.466441867873 
 08/07  23:00:00,475763.7807133873,1370620.9893619213,1428601.6345429583,600144.9607996508 
 08/07  24:00:00,1126968.3922189816,1789431.2423810505,1941611.0161567777,1342242.8285720407 
 08/08  01:00:00,2184487.5013802266,2630249.9436292863,2942351.442429166,2552256.135316616 
 08/08  02:00:00,3490990.0723880026,3684729.735976993,4208030.853180275,4065123.8438657196 
 08/08  03:00:00,4408575.061368115,4358797.525336344,5050058.82304963,5154664.28990205 
 08/08  04:00:00,5017490.604830806,4783495.748621503,5577660.719823882,5867952.438471323 
 08/08  05:00:00,5460320.883864209,5079053.880108302,5944340.474502813,6382640.2976047965 
 08/08  06:00:00,6007458.177563993,5488950.86547173,6428193.91839049,7003200.861294023 
 08/08  07:00:00,6452464.254981904,5880296.818047012,6756494.963074055,7426129.150875419 
 08/08  08:00:00,5547321.990605889,5289457.095179528,5158790.844147115,5663824.184869281 
 08/08  09:00:00,3891619.8869590354,4004890.812902855,2425258.3992592343,2418287.96214689 
 08/08  10:00:00,2297702.4548428073,2659460.129458439,366367.05385587853,260933.8175195055 
 08/08  11:00:00,915296.266794768,1409869.6489697357,0.0,0.0 
 08/08  12:00:00,30444.243969332456,386537.40544155304,0.0,0.0 
 08/08  13:00:00,0.0,0.0,0.0,0.0 
 08/08  14:00:00,0.0,0.0,0.0,0.0 
 08/08  15:00:00,0.0,0.0,0.0,0.0 
 08/08  16:00:00,0.0,0.0,0.0,0.0 
 08/08  17:00:00,0.0,0.0,0.0,0.0 
 08/08  18:00:00,0.0,0.0,0.0,0.0 
 08/08  19:00:00,0.0,0.0,0.0,0.0 
 08/08  20:00:00,0.0,0.0,0.0,0.0 
 08/08  21:00:00,0.0,0.0,0.0,0.0 
 08/08  22:00:00,0.0,0.0,0.0,0.0 
 08/08  23:00:00,0.0,386454.50596069347,271011.5003917938,0.0 
 08/08  24:00:00,0.0,881434.4930159643,776857.203935675,0.0 
 08/09  01:00:00,399222.3283413445,1427961.8970550825,1359805.8775139204,305055.608294861 
 08/09  02:00:00,1553505.2410187921,2287041.673545252,2365769.63212853,1592505.0032030717 
 08/09  03:00:00,1838968.4313020506,2376723.841025668,2541231.1471017823,1996756.2636453002 
 08/09  04:00:00,1786353.9641763195,2186680.1814120878,2426111.956722932,2032710.457892701 
 08/09  05:00:00,2190519.003684483,2410763.107959019,2763485.9782279823,2549147.5946709304 
 08/09  06:00:00,2902583.1820087302,2947627.61229467,3412415.00121692,3374919.5238818782 
 08/09  07:00:00,3745539.0147723705,3676052.4501002487,4151608.864437035,4270673.818382328 
 08/09  08:00:00,3223037.3464622055,3407978.3201234075,3089239.629133079,3126119.370418489 
 08/09  09:00:00,1910880.6083317087,2399751.297851992,867878.213074217,633734.1207245426 
 08/09  10:00:00,722192.4189569032,1367850.0037267788,0.0,0.0 
 08/09  11:00:00,0.0,204654.22746390506,0.0,0.0 
 08/09  12:00:00,0.0,0.0,0.0,0.0 
 08/09  13:00:00,0.0,0.0,0.0,0.0 
 08/09  14:00:00,0.0,0.0,0.0,0.0 
 08/09  15:00:00,0.0,0.0,0.0,0.0 
 08/09  16:00:00,0.0,0.0,0.0,0.0 
 08/09  17:00:00,0.0,0.0,0.0,0.0 
 08/09  18:00:00,0.0,0.0,0.0,0.0 
 08/09  19:00:00,0.0,0.0,0.0,0.0 
 08/09  20:00:00,0.0,0.0,0.0,0.0 
 08/09  21:00:00,0.0,0.0,0.0,0.0 
 08/09  22:00:00,0.0,0.0,0.0,0.0 
 08/09  23:00:00,0.0,0.0,0.0,0.0 
 08/09  24:00:00,0.0,33235.61521383745,0.0,0.0 
 08/10  01:00:00,0.0,576303.8724045416,282320.75863482314,0.0 
 08/10  02:00:00,267243.4053972247,1230049.4304844332,1100300.6038940046,91158.43693570569 
 08/10  03:00:00,1156739.4727990017,1817924.3115887025,1820017.646861796,1001992.5944552462 
 08/10  04:00:00,1937987.7752817292,2364276.8119268715,2464816.918706689,1965533.3878000379 
 08/10  05:00:00,2534252.4646779634,2825905.1920816847,3030264.457807267,2711688.8926402996 
 08/10  06:00:00,2875376.421896169,3070480.812938292,3336747.7538866843,3098743.83171434 
 08/10  07:00:00,2765656.2164238812,2943084.412070553,3129598.8725172747,2941671.4226649385 
 08/10  08:00:00,1643579.1597746296,2051835.005084021,1549261.7828676756,1300591.2050488745 
 08/10  09:00:00,704193.580226971,1257345.9347712628,64166.80538923064,0.0 
 08/10  10:00:00,51545.036323175744,394532.1802910799,0.0,0.0 
 08/10  11:00:00,0.0,0.0,0.0,0.0 
 08/10  12:00:00,0.0,0.0,0.0,0.0 
 08/10  13:00:00,0.0,0.0,0.0,0.0 
 08/10  14:00:00,0.0,0.0,0.0,0.0 
 08/10  15:00:00,0.0,0.0,0.0,0.0 
 08/10  16:00:00,0.0,0.0,0.0,0.0 
 08/10  17:00:00,0.0,0.0,0.0,0.0 
 08/10  18:00:00,0.0,0.0,0.0,0.0 
 08/10  19:00:00,0.0,0.0,0.0,0.0 
 08/10  20:00:00,0.0,0.0,0.0,0.0 
 08/10  21:00:00,0.0,0.0,0.0,0.0 
 08/10  22:00:00,0.0,0.0,0.0,0.0 
 08/10  23:00:00,0.0,0.0,0.0,0.0 
 08/10  24:00:00,0.0,0.0,0.0,0.0 
 08/11  01:00:00,0.0,200510.1761827409,26896.700941557,0.0 
 08/11  02:00:00,43417.314073213856,881750.6487008497,611600.8331845338,0.0 
 08/11  03:00:00,648241.1400568762,1363341.2444900696,1254961.2448113237,363549.9714225589 
 08/11  04:00:00,1307069.966274967,1759750.816226121,1770358.7381631203,1175978.3589799197 
 08/11  05:00:00,1855166.2118128142,2163095.18395862,2217553.7277817614,1844584.6832117504 
 08/11  06:00:00,2209057.3408505763,2466701.1124509145,2561262.484375414,2270821.6016476536 
 08/11  07:00:00,2367583.9082495007,2608222.601205573,2657179.943359586,2394657.425623269 
 08/11  08:00:00,1508326.841280076,1972892.451513457,1347864.7547358617,1036993.4108997015 
 08/11  09:00:00,231051.97255346758,700871.4044354574,0.0,0.0 
 08/11  10:00:00,0.0,0.0,0.0,0.0 
 08/11  11:00:00,0.0,0.0,0.0,0.0 
 08/11  12:00:00,0.0,0.0,0.0,0.0 
 08/11  13:00:00,0.0,0.0,0.0,0.0 
 08/11  14:00:00,0.0,0.0,0.0,0.0 
 08/11  15:00:00,0.0,0.0,0.0,0.0 
 08/11  16:00:00,0.0,0.0,0.0,0.0 
 08/11  17:00:00,0.0,0.0,0.0,0.0 
 08/11  18:00:00,0.0,0.0,0.0,0.0 
 08/11  19:00:00,0.0,0.0,0.0,0.0 
 08/11  20:00:00,0.0,0.0,0.0,0.0 
 08/11  21:00:00,0.0,0.0,0.0,0.0 
 08/11  22:00:00,0.0,0.0,0.0,0.0 
 08/11  23:00:00,0.0,0.0,0.0,0.0 
 08/11  24:00:00,0.0,0.0,0.0,0.0 
 08/12  01:00:00,0.0,0.0,0.0,0.0 
 08/12  02:00:00,0.0,0.0,0.0,0.0 
 08/12  03:00:00,0.0,0.0,0.0,0.0 
 08/12  04:00:00,0.0,0.0,0.0,0.0 
 08/12  05:00:00,0.0,0.0,0.0,0.0 
 08/12  06:00:00,0.0,0.0,0.0,0.0 
 08/12  07:00:00,0.0,0.0,0.0,0.0 
 08/12  08:00:00,0.0,0.0,0.0,0.0 
 08/12  09:00:00,0.0,0.0,0.0,0.0 
 08/12  10:00:00,0.0,0.0,0.0,0.0 
 08/12  11:00:00,0.0,0.0,0.0,0.0 
 08/12  12:00:00,0.0,0.0,0.0,0.0 
 08/12  13:00:00,0.0,0.0,0.0,0.0 
 08/12  14:00:00,0.0,0.0,0.0,0.0 
 08/12  15:00:00,0.0,0.0,0.0,0.0 
 08/12  16:00:00,0.0,0.0,0.0,0.0 
 08/12  17:00:00,0.0,0.0,0.0,0.0 
 08/12  18:00:00,0.0,0.0,0.0,0.0 
 08/12  19:00:00,0.0,0.0,0.0,0.0 
 08/12  20:00:00,0.0,0.0,0.0,0.0 
 08/12  21:00:00,0.0,0.0,0.0,0.0 
 08/12  22:00:00,0.0,0.0,0.0,0.0 
 08/12  23:00:00,0.0,0.0,0.0,0.0 
 08/12  24:00:00,0.0,0.0,0.0,0.0 
 08/13  01:00:00,0.0,0.0,0.0,0.0 
 08/13  02:00:00,0.0,0.0,0.0,0.0 
 08/13  03:00:00,0.0,0.0,0.0,0.0 
 08/13  04:00:00,0.0,0.0,0.0,0.0 
 08/13  05:00:00,0.0,0.0,0.0,0.0 
 08/13  06:00:00,0.0,0.0,0.0,0.0 
 08/13  07:00:00,0.0,27539.83118506476,0.0,0.0 
 08/13  08:00:00,0.0,0.0,0.0,0.0 
 08/13  09:00:00,0.0,0.0,0.0,0.0 
 08/13  10:00:00,0.0,0.0,0.0,0.0 
 08/13  11:00:00,0.0,0.0,0.0,0.0 
 08/13  12:00:00,0.0,0.0,0.0,0.0 
 08/13  13:00:00,0.0,0.0,0.0,0.0 
 08/13  14:00:00,0.0,0.0,0.0,0.0 
 08/13  15:00:00,0.0,0.0,0.0,0.0 
 08/13  16:00:00,0.0,0.0,0.0,0.0 
 08/13  17:00:00,0.0,0.0,0.0,0.0 
 08/13  18:00:00,0.0,0.0,0.0,0.0 
 08/13  19:00:00,0.0,0.0,0.0,0.0 
 08/13  20:00:00,0.0,0.0,0.0,0.0 
 08/13  21:00:00,0.0,0.0,0.0,0.0 
 08/13  22:00:00,0.0,0.0,0.0,0.0 
 08/13  23:00:00,0.0,0.0,0.0,0.0 
 08/13  24:00:00,0.0,0.0,0.0,0.0 
 08/14  01:00:00,0.0,0.0,0.0,0.0 
 08/14  02:00:00,0.0,0.0,0.0,0.0 
 08/14  03:00:00,0.0,0.0,0.0,0.0 
 08/14  04:00:00,0.0,0.0,0.0,0.0 
 08/14  05:00:00,0.0,0.0,0.0,0.0 
 08/14  06:00:00,0.0,0.0,0.0,0.0 
 08/14  07:00:00,0.0,0.0,0.0,0.0 
 08/14  08:00:00,0.0,0.0,0.0,0.0 
 08/14  09:00:00,0.0,0.0,0.0,0.0 
 08/14  10:00:00,0.0,0.0,0.0,0.0 
 08/14  11:00:00,0.0,0.0,0.0,0.0 
 08/14  12:00:00,0.0,0.0,0.0,0.0 
 08/14  13:00:00,0.0,0.0,0.0,0.0 
 08/14  14:00:00,0.0,0.0,0.0,0.0 
 08/14  15:00:00,0.0,0.0,0.0,0.0 
 08/14  16:00:00,0.0,0.0,0.0,0.0 
 08/14  17:00:00,0.0,0.0,0.0,0.0 
 08/14  18:00:00,0.0,0.0,0.0,0.0 
 08/14  19:00:00,0.0,0.0,0.0,0.0 
 08/14  20:00:00,0.0,0.0,0.0,0.0 
 08/14  21:00:00,0.0,0.0,0.0,0.0 
 08/14  22:00:00,0.0,0.0,0.0,0.0 
 08/14  23:00:00,0.0,0.0,0.0,0.0 
 08/14  24:00:00,0.0,0.0,0.0,0.0 
 08/15  01:00:00,0.0,0.0,0.0,0.0 
 08/15  02:00:00,0.0,0.0,0.0,0.0 
 08/15  03:00:00,0.0,0.0,0.0,0.0 
 08/15  04:00:00,0.0,0.0,0.0,0.0 
 08/15  05:00:00,0.0,0.0,0.0,0.0 
 08/15  06:00:00,0.0,0.0,0.0,0.0 
 08/15  07:00:00,0.0,0.0,0.0,0.0 
 08/15  08:00:00,0.0,0.0,0.0,0.0 
 08/15  09:00:00,0.0,0.0,0.0,0.0 
 08/15  10:00:00,0.0,0.0,0.0,0.0 
 08/15  11:00:00,0.0,0.0,0.0,0.0 
 08/15  12:00:00,0.0,0.0,0.0,0.0 
 08/15  13:00:00,0.0,0.0,0.0,0.0 
 08/15  14:00:00,0.0,0.0,0.0,0.0 
 08/15  15:00:00,0.0,0.0,0.0,0.0 
 08/15  16:00:00,0.0,0.0,0.0,0.0 
 08/15  17:00:00,0.0,0.0,0.0,0.0 
 08/15  18:00:00,0.0,0.0,0.0,0.0 
 08/15  19:00:00,0.0,0.0,0.0,0.0 
 08/15  20:00:00,0.0,0.0,0.0,0.0 
 08/15  21:00:00,0.0,0.0,0.0,0.0 
 08/15  22:00:00,0.0,0.0,0.0,0.0 
 08/15  23:00:00,0.0,0.0,0.0,0.0 
 08/15  24:00:00,0.0,0.0,0.0,0.0 
 08/16  01:00:00,0.0,0.0,0.0,0.0 
 08/16  02:00:00,0.0,0.0,0.0,0.0 
 08/16  03:00:00,0.0,0.0,0.0,0.0 
 08/16  04:00:00,0.0,58915.422291318464,35693.79065878784,0.0 
 08/16  05:00:00,0.0,476674.16469627095,462204.5680337506,0.0 
 08/16  06:00:00,306991.2896188296,823940.5223820783,867017.5135437053,216186.65747284464 
 08/16  07:00:00,594396.7855087384,970468.7557159185,1020243.516429883,526785.2391902521 
 08/16  08:00:00,221926.56119636266,692288.6402504438,382072.4236137499,94838.31420127973 
 08/16  09:00:00,0.0,93724.15944916796,0.0,0.0 
 08/16  10:00:00,0.0,0.0,0.0,0.0 
 08/16  11:00:00,0.0,0.0,0.0,0.0 
 08/16  12:00:00,0.0,0.0,0.0,0.0 
 08/16  13:00:00,0.0,0.0,0.0,0.0 
 08/16  14:00:00,0.0,0.0,0.0,0.0 
 08/16  15:00:00,0.0,0.0,0.0,0.0 
 08/16  16:00:00,0.0,0.0,0.0,0.0 
 08/16  17:00:00,0.0,0.0,0.0,0.0 
 08/16  18:00:00,0.0,0.0,0.0,0.0 
 08/16  19:00:00,0.0,0.0,0.0,0.0 
 08/16  20:00:00,0.0,0.0,0.0,0.0 
 08/16  21:00:00,0.0,0.0,0.0,0.0 
 08/16  22:00:00,0.0,0.0,0.0,0.0 
 08/16  23:00:00,0.0,0.0,0.0,0.0 
 08/16  24:00:00,0.0,0.0,0.0,0.0 
 08/17  01:00:00,0.0,0.0,0.0,0.0 
 08/17  02:00:00,0.0,0.0,0.0,0.0 
 08/17  03:00:00,0.0,0.0,0.0,0.0 
 08/17  04:00:00,0.0,0.0,0.0,0.0 
 08/17  05:00:00,0.0,0.0,0.0,0.0 
 08/17  06:00:00,0.0,0.0,0.0,0.0 
 08/17  07:00:00,0.0,0.0,0.0,0.0 
 08/17  08:00:00,0.0,0.0,0.0,0.0 
 08/17  09:00:00,0.0,0.0,0.0,0.0 
 08/17  10:00:00,0.0,0.0,0.0,0.0 
 08/17  11:00:00,0.0,0.0,0.0,0.0 
 08/17  12:00:00,0.0,0.0,0.0,0.0 
 08/17  13:00:00,0.0,0.0,0.0,0.0 
 08/17  14:00:00,0.0,0.0,0.0,0.0 
 08/17  15:00:00,0.0,0.0,0.0,0.0 
 08/17  16:00:00,0.0,0.0,0.0,0.0 
 08/17  17:00:00,0.0,0.0,0.0,0.0 
 08/17  18:00:00,0.0,0.0,0.0,0.0 
 08/17  19:00:00,0.0,0.0,0.0,0.0 
 08/17  20:00:00,0.0,0.0,0.0,0.0 
 08/17  21:00:00,0.0,0.0,0.0,0.0 
 08/17  22:00:00,0.0,0.0,0.0,0.0 
 08/17  23:00:00,0.0,0.0,0.0,0.0 
 08/17  24:00:00,0.0,0.0,0.0,0.0 
 08/18  01:00:00,0.0,0.0,0.0,0.0 
 08/18  02:00:00,0.0,0.0,0.0,0.0 
 08/18  03:00:00,0.0,0.0,0.0,0.0 
 08/18  04:00:00,0.0,0.0,0.0,0.0 
 08/18  05:00:00,0.0,44524.475474358405,329.53798097842076,0.0 
 08/18  06:00:00,0.0,238320.69576243885,127788.20972318426,0.0 
 08/18  07:00:00,0.0,426721.4884815065,337650.07865623344,0.0 
 08/18  08:00:00,0.0,209147.2607842252,52336.98930030806,0.0 
 08/18  09:00:00,0.0,0.0,0.0,0.0 
 08/18  10:00:00,0.0,0.0,0.0,0.0 
 08/18  11:00:00,0.0,0.0,0.0,0.0 
 08/18  12:00:00,0.0,0.0,0.0,0.0 
 08/18  13:00:00,0.0,0.0,0.0,0.0 
 08/18  14:00:00,0.0,0.0,0.0,0.0 
 08/18  15:00:00,0.0,0.0,0.0,0.0 
 08/18  16:00:00,0.0,0.0,0.0,0.0 
 08/18  17:00:00,0.0,0.0,0.0,0.0 
 08/18  18:00:00,0.0,0.0,0.0,0.0 
 08/18  19:00:00,0.0,0.0,0.0,0.0 
 08/18  20:00:00,0.0,0.0,0.0,0.0 
 08/18  21:00:00,0.0,0.0,0.0,0.0 
 08/18  22:00:00,0.0,0.0,0.0,0.0 
 08/18  23:00:00,0.0,0.0,0.0,0.0 
 08/18  24:00:00,0.0,0.0,0.0,0.0 
 08/19  01:00:00,0.0,0.0,0.0,0.0 
 08/19  02:00:00,0.0,0.0,0.0,0.0 
 08/19  03:00:00,0.0,0.0,0.0,0.0 
 08/19  04:00:00,0.0,0.0,0.0,0.0 
 08/19  05:00:00,0.0,0.0,0.0,0.0 
 08/19  06:00:00,0.0,0.0,0.0,0.0 
 08/19  07:00:00,0.0,0.0,0.0,0.0 
 08/19  08:00:00,0.0,0.0,0.0,0.0 
 08/19  09:00:00,0.0,0.0,0.0,0.0 
 08/19  10:00:00,0.0,0.0,0.0,0.0 
 08/19  11:00:00,0.0,0.0,0.0,0.0 
 08/19  12:00:00,0.0,0.0,0.0,0.0 
 08/19  13:00:00,0.0,0.0,0.0,0.0 
 08/19  14:00:00,0.0,0.0,0.0,0.0 
 08/19  15:00:00,0.0,0.0,0.0,0.0 
 08/19  16:00:00,0.0,0.0,0.0,0.0 
 08/19  17:00:00,0.0,0.0,0.0,0.0 
 08/19  18:00:00,0.0,0.0,0.0,0.0 
 08/19  19:00:00,0.0,0.0,0.0,0.0 
 08/19  20:00:00,0.0,0.0,0.0,0.0 
 08/19  21:00:00,0.0,0.0,0.0,0.0 
 08/19  22:00:00,0.0,0.0,0.0,0.0 
 08/19  23:00:00,0.0,0.0,0.0,0.0 
 08/19  24:00:00,0.0,0.0,0.0,0.0 
