record_file,line,task,claimed_artifact,exists_at_head,ever_in_git,verdict
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,328,T01,openubem/config.py || openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || BASELINE_IDF_DIR@openubem/config.py || OPENUBEM_BASELINE_IDF_DIR@openubem/config.py || EPW_CACHE_DIR@openubem/config.py || BASELINE_IDF_DIR@openubem/geometry/layout_assigner.py || test_lazy_registry_no_scan_at_import@tests/test_layout_assigner.py,True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,334,T02,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || ARCHETYPE_IDF_MAP@openubem/geometry/layout_assigner.py || DEFAULT_BASELINE_AREAS@openubem/geometry/layout_assigner.py || _ARCHETYPE_VOCAB@openubem/geometry/layout_assigner.py || OpenUBEMUnknown@openubem/geometry/layout_assigner.py || test_vocab_has_filename_and_area_mapping@tests/test_layout_assigner.py || test_vocab_resolves_to_real_file@tests/test_layout_assigner.py || test_removed_aliases_are_gone@tests/test_layout_assigner.py || test_no_partial_match_fallback@tests/test_layout_assigner.py,True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,340,T03,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || test_unmapped_archetypes_return_none@tests/test_layout_assigner.py || test_assign_baseline_layout_no_baseline_never_crashes@tests/test_layout_assigner.py || test_zoning_layout_assign_courthouse_never_crashes@tests/test_layout_assigner.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,346,T04,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || scale_baseline_idf@openubem/geometry/layout_assigner.py || _is_blank_or_autosize@openubem/geometry/layout_assigner.py || _GEOMETRY_SURFACE_CLASSES@openubem/geometry/layout_assigner.py || _ABSOLUTE_LOAD_SPECS@openubem/geometry/layout_assigner.py || _UNCONDITIONAL_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py || _build_two_zone_fixture@tests/test_layout_assigner.py,True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,352,T05,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || parse_baseline_zones@openubem/geometry/layout_assigner.py || _measured_zone_floor_area@openubem/geometry/layout_assigner.py || test_parse_baseline_zones_synthetic@tests/test_layout_assigner.py || test_parse_baseline_zones_real_midrise@tests/test_layout_assigner.py || test_parse_baseline_zones_real_hospital@tests/test_layout_assigner.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,358,T06,openubem/geometry/layout_assigner.py || openubem/idf/builder.py || tests/test_layout_assigner.py || tests/test_idf_builder.py || purge_baseline_outputs@openubem/geometry/layout_assigner.py || test_purge_baseline_outputs_removes_all_output_classes@tests/test_layout_assigner.py || test_patch_location_and_weather_sets_site_location_and_single_full_year_runperiod@tests/test_layout_assigner.py || test_purge_and_patch_real_midrise@tests/test_layout_assigner.py || test_purge_and_patch_real_hospital@tests/test_layout_assigner.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,364,T07,openubem/idf/builder.py || tests/test_layout_assigner.py || __init__@openubem/idf/builder.py || build@openubem/idf/builder.py || BuildingIDF@tests/test_layout_assigner.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,370,T08,openubem/config.py || BASELINE_IDF_DIR@openubem/config.py || OPENUBEM_BASELINE_IDF_DIR@openubem/config.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,382,T09,tests/test_layout_assigner.py || test_registry_indexing@tests/test_layout_assigner.py || test_assign_baseline_layout@tests/test_layout_assigner.py || test_zoning_integration@tests/test_layout_assigner.py || MidriseApartment@tests/test_layout_assigner.py || run_energyplus@tests/test_layout_assigner.py || classify_outcome@tests/test_layout_assigner.py || _parse_meters_sql@tests/test_layout_assigner.py,True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,403,T10,"scripts/analysis/compare_layout_assign.py || tests/test_layout_assigner.py || openubem/outputs/comparisons/layout_assign_vs_resolution_modes.csv || la_eui@scripts/analysis/compare_layout_assign.py || layout_assign@scripts/analysis/compare_layout_assign.py || BASELINE_IDF_REGISTRY@tests/test_layout_assigner.py || DEFAULT_BASELINE_AREAS@tests/test_layout_assigner.py || _ARCHETYPE_VOCAB@tests/test_layout_assigner.py || IDDAlreadySetError@tests/test_layout_assigner.py || prototype_zones_count@tests/test_layout_assigner.py || layout_assign_mode_zones@tests/test_layout_assigner.py || _real_prototype_zone_count@tests/test_layout_assigner.py || LOCAL_LEG_TOTAL_EUI_KWH_M2@scripts/analysis/compare_layout_assign.py || LOCAL_LEG_CAVEAT_ARCHETYPES@scripts/analysis/compare_layout_assign.py ||AUDIT NOTE: la_eui/BASELINE_IDF_REGISTRY: entry's own prose says these were DELETED on purpose ('(a) deleted the fabricated ... la_eui column entirely'; '(b) removed the script's own stale ... BASELINE_IDF_REGISTRY dict') -- self-disclosed, not concealed. prototype_zones_count/layout_assign_mode_zones: confirmed PRESENT in scripts/analysis/compare_layout_assign.py:202,206 -- extraction heuristic mis-paired them with tests/test_layout_assigner.py",True || True || True || False || True || False || True || True || True || False || False || True || True || True,True || True || True || False || True || False || True || True || True || False || False || True || True || True,NEVER-COMMITTED -> RENAME/FALSE-POSITIVE
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,430,T13,scripts/analysis/plot_layout_assign_vs_modes.py || openubem/outputs/comparisons/layout_assign_vs_modes_la_summary.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,436,T14,openubem/results/parser.py || tests/test_results_parser.py || _check_zone_integrity@openubem/results/parser.py || TestLayoutAssignZoneIntegrity@tests/test_results_parser.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,452,T15,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || _UNCONDITIONAL_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py || _is_blank_or_autosize@openubem/geometry/layout_assigner.py || test_scale_baseline_idf_scales_transformer_and_waterheater_fields@tests/test_layout_assigner.py || test_scale_baseline_idf_scales_coil_cooling_dx_multispeed_literal_speeds_only@tests/test_layout_assigner.py || test_scale_baseline_idf_skips_autosize_transformer_and_waterheater@tests/test_layout_assigner.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,476,T16,"openubem/geometry/envelope_patcher.py || openubem/idf/builder.py || tests/test_envelope_patcher.py || openubem/semantic/__init__.py || openubem/outputs/comparisons/t08_all_modes_eui.csv || openubem/outputs/comparisons/t08_local_remainder_eui.csv || u_roof_w_m2k@openubem/semantic/__init__.py || u_floor_w_m2k@openubem/semantic/__init__.py || u_window_w_m2k@openubem/semantic/__init__.py || shgc_window@openubem/semantic/__init__.py || resolution_mode@openubem/semantic/__init__.py || layout_assign@openubem/semantic/__init__.py || get_construction_set@openubem/semantic/__init__.py || assign_climate_zones@openubem/semantic/__init__.py || county_within@openubem/semantic/__init__.py || test_patch_envelope_skips_ground_fcfactor_surfaces@openubem/geometry/envelope_patcher.py || test_patch_envelope_skips_door_fenestration_but_patches_glassdoor@openubem/geometry/envelope_patcher.py ||AUDIT NOTE: county_within: confirmed PRESENT as a string literal in openubem/acquisition/climate_zone.py:133 -- extraction heuristic mis-paired it with openubem/semantic/__init__.py, and my own definition-pattern regex missed it because it appears as a dict VALUE, not an assignment target. Genuinely present, not a gap.",True || True || True || True || True || True || True || True || True || True || True || True || True || True || False || True || True,True || True || True || True || True || True || True || True || True || True || True || True || True || True || False || True || True,NEVER-COMMITTED -> RENAME/FALSE-POSITIVE
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,510,T17,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,847,F01,openubem/outputs/e_la_20_fix_f01_timestep_calibration.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,853,F02,openubem/outputs/e_la_20_fix_f02_fleet_confusion.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,859,F03,openubem/outputs/e_la_20_fix_f03_worst_case_verification.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,889,F02-R,openubem/outputs/e_la_20_fix_f02r_fleet_confusion.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,895,F03-R,openubem/outputs/e_la_20_fix_f03r_worst_case_verification.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,930,F03-T,openubem/outputs/e_la_20_fix_f03t_cap_boundary.csv || openubem/outputs/e_la_20_fix_f03t_eui_cost.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,971,F03-T2,openubem/outputs/e_la_20_fix_f03t2_fraction_boundary.csv || openubem/outputs/e_la_20_fix_f03t2_eui_cost.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1010,F03-T3,openubem/outputs/e_la_20_fix_f03t3_constant_verification.csv || openubem/outputs/e_la_20_fix_f03t3_eui_cost.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1045,F04,openubem/idf/opaque_assembly.py,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1053,F05,openubem/geometry/envelope_patcher.py || build_opaque_assembly@openubem/geometry/envelope_patcher.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1061,F06,openubem/idf/builder.py || build_opaque_assembly@openubem/idf/builder.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1069,F07,tests/test_opaque_assembly.py || tests/test_envelope_patcher.py || tests/test_idf_builder.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1101,F08,openubem/outputs/e_la_20_fix_f08_investigation_regression.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1112,F10,openubem/outputs/e_la_20_fix_f10_static_reachability.csv || openubem/outputs/e_la_20_fix_f10_baseline_fleet_integrity.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1149,F09,openubem/outputs/e_la_20_fix_f09_sweep.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1193,F11-N,openubem/outputs/e_la_20_fix_f11n_engaged_population.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1220,F11-N-b,openubem/outputs/e_la_20_fix_f11nb_thermal_mass_false_control.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/DONE-PLAN_e-la-20_multilayer-fix.md,1263,F12,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/PLAN_e-la-20_investigation.md,124,I01,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/PLAN_e-la-20_investigation.md,179,I02,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/PLAN_e-la-20_investigation.md,233,I04,"openubem/semantic/__init__.py || nyc_rural@openubem/semantic/__init__.py || epw_path@openubem/semantic/__init__.py || enrich_semantics@openubem/semantic/__init__.py ||AUDIT NOTE: nyc_rural: this is a cell-name data value from the investigation's own subject matter, not a code symbol claimed as an artifact of openubem/semantic/__init__.py -- extraction noise",True || False || True || True,True || False || True || True,NEVER-COMMITTED -> RENAME/FALSE-POSITIVE
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/PLAN_e-la-20_investigation.md,311,I03,openubem/outputs/e_la_20_i03_master_regime_table.csv || openubem/outputs/e_la_20_i03_part4_coarse_results.csv || openubem/outputs/e_la_20_i03_part4_bisect_results.csv,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/e-la-20/PLAN_e-la-20_investigation.md,383,I05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,207,T01,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || _GEOMETRY_POINT_SPECS@openubem/geometry/layout_assigner.py || scale_baseline_idf@openubem/geometry/layout_assigner.py || test_scale_baseline_idf_scales_daylighting_refpoint_xy@tests/test_layout_assigner.py || test_scale_baseline_idf_daylighting_refpoint_stays_relative_to_window_plane@tests/test_layout_assigner.py || test_scale_baseline_idf_daylighting_controls_has_no_coordinate_fields_to_scale@tests/test_layout_assigner.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,213,T02,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,219,T03,openubem/idf/builder.py || tests/test_idf_builder.py || TestThermalMassDefaultResolution@tests/test_idf_builder.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,225,T04,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,243,T05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,316,T06,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || _NAMED_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py || scale_baseline_idf@openubem/geometry/layout_assigner.py || test_scale_baseline_idf_resolves_datacenter_wshp_autosize_by_exact_name@tests/test_layout_assigner.py || test_scale_baseline_idf_skips_non_autosize_datacenter_wshp_coil@tests/test_layout_assigner.py || test_scale_baseline_idf_does_not_touch_wshp_coil_with_unmatched_name@tests/test_layout_assigner.py || test_scale_baseline_idf_datacenter_wshp_named_specs_match_real_largeoffice_coils@tests/test_layout_assigner.py,True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,323,T07,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,363,T08,openubem/idf/builder.py || tests/test_idf_builder.py || _repair_oversized_epbunch_objls@openubem/idf/builder.py || TestOversizedEpBunchRepair@tests/test_idf_builder.py || test_repair_pads_objls_to_match_oversized_obj@tests/test_idf_builder.py || test_repair_is_a_noop_for_well_formed_objects@tests/test_idf_builder.py || test_oversized_object_no_longer_truncates_on_save@tests/test_idf_builder.py || test_without_repair_oversized_object_truncates_on_save@tests/test_idf_builder.py || GeomIDF@openubem/idf/builder.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,373,T09,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,408,T10,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/DONE/structural-fixes/PLAN_structural-fixes_implementation.md,512,T11,scripts/cluster/t19_layout_assign_full_sweep.py || scripts/cluster/t19_harvest_layout_assign.py || scripts/cluster/t18_layout_assign_full_sweep.py || scripts/cluster/t18_harvest_layout_assign.py || openubem/outputs/comparisons/t18_layout_assign_eui.csv || openubem/outputs/comparisons/t18_layout_assign_cell_summary.csv || openubem/outputs/comparisons/t17_layout_assign_eui.csv || openubem/outputs/comparisons/t19_layout_assign_eui.csv || openubem/outputs/comparisons/t19_layout_assign_cell_summary.csv || _FLEET_TAG@scripts/cluster/t19_harvest_layout_assign.py,True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,375,T01,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,387,T02,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,411,T03,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,431,T04,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,513,T05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,525,T06,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,571,T07,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,584,T08,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,600,T09,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/PLAN_docs-explanation-surfacing.md,620,T10,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,186,T01,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || _UNCONDITIONAL_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py || test_scale_baseline_idf_scales_transformer_and_waterheater_fields@tests/test_layout_assigner.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,192,T02,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || _UNCONDITIONAL_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py || test_scale_baseline_idf_scales_waterheater_parasitic_and_loss_coefficient_fields@tests/test_layout_assigner.py || test_scale_baseline_idf_skips_autosize_waterheater_parasitic_and_loss_coefficient_fields@tests/test_layout_assigner.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,202,T03,scripts/cluster/t17_harvest_layout_assign.py || openubem/outputs/comparisons/t17_layout_assign_eui.csv || dhw_eui@scripts/cluster/t17_harvest_layout_assign.py || _parse_sql@scripts/cluster/t17_harvest_layout_assign.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,221,T04,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || _UNCONDITIONAL_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py || test_scale_baseline_idf_skips_autosize_transformer_and_waterheater@tests/test_layout_assigner.py || test_scale_baseline_idf_scales_fluidcooler_twospeed_capacity_fields@tests/test_layout_assigner.py || test_scale_baseline_idf_skips_autosize_fluidcooler_twospeed_capacity_fields@tests/test_layout_assigner.py,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,229,T05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,261,T06,openubem/outputs/comparisons/t17_layout_assign_eui.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,282,T07,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,325,T08,openubem/outputs/comparisons/t17_layout_assign_eui.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,337,T09,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,361,T10,openubem/outputs/comparisons/t17_layout_assign_eui.csv || openubem/outputs/comparisons/t17_layout_assign_cell_summary.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/DONE/PLAN_debug_implementation.md,500,T11,openubem/outputs/comparisons/t18_layout_assign_eui.csv || openubem/outputs/comparisons/t18_layout_assign_cell_summary.csv || scripts/cluster/t18_harvest_layout_assign.py || openubem/outputs/comparisons/t17_layout_assign_eui.csv || openubem/outputs/comparisons/t17_layout_assign_cell_summary.csv,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1005,A1,openubem/outputs/comparisons/a1_prototype_storey_structure.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1025,A1b,openubem/outputs/comparisons/a1b_num_floors_provenance.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1045,A2,openubem/outputs/comparisons/a2_multiplier_measurement_summary.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1065,A3,openubem/outputs/comparisons/a3_shorter_deletion_summary.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1085,A4,openubem/outputs/comparisons/a4_3d_viz_evidence_summary.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1201,A1c,openubem/outputs/comparisons/a1c_num_floors_distribution.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1220,A2-bis,openubem/outputs/comparisons/a2_multiplier_measurement_summary.csv || openubem/outputs/comparisons/a3_shorter_deletion_summary.csv,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1256,A4-bis,openubem/outputs/comparisons/a4_3d_viz_evidence_summary.csv,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1382,B00,openubem/outputs/comparisons/b00_coverage_census.csv || openubem/outputs/comparisons/b00_coverage_census_registry_alt.csv || openubem/outputs/comparisons/b00_coverage_census_row_detail.csv || scripts/analysis/b00_coverage_census.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1597,B01,openubem/geometry/layout_assigner.py || scripts/analysis/a1_map_prototypes.py || _UNCONDITIONAL_ABSOLUTE_SPECS@openubem/geometry/layout_assigner.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1687,B02,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || calculate_scaling_factor@openubem/geometry/layout_assigner.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1734,B03,openubem/idf/builder.py || build@openubem/idf/builder.py || layout_assign@openubem/idf/builder.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1779,B04,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1924,B05,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || scripts/analysis/measure_layout_assign_overlap.py || openubem/idf/builder.py || scale_baseline_idf@openubem/geometry/layout_assigner.py || scale_baseline_idf@tests/test_layout_assigner.py,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,1980,B05e,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,2041,B05f,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,2274,B08a,scripts/analysis/b08a_placement_diagnosis.py,True,True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,2440,B06,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,2643,B08b,openubem/geometry/layout_assigner.py || tests/test_layout_assigner.py || scripts/analysis/b08b_rebuild_layout_assign_viewers.py || scripts/analysis/b08b_measure_energy_delta.py || openubem/outputs/comparisons/b08b_viewer_rebuild_summary.csv || openubem/outputs/comparisons/b08b_energy_delta.csv || scale_baseline_idf@openubem/geometry/layout_assigner.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/DONE_PLAN_storey-matching_implementation.md,2861,C01,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,501,R01,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,621,R02,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,707,R03,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,757,R10,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,861,R05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,1142,R06,,,,UNCHECKABLE
